song,artist,counter
Used To This,Future Featuring Drake,"{'used': 5, 'new': 3, 'remain': 3, 'humble': 3, 'deserve': 3, 'swear': 2, 'dirty': 2, 'sure': 2, 'many': 1, 'honest': 1, 'got': 1, 'alive': 1, 'observe': 1, 'lurking': 1, 'tatted': 1}"
Hearts Don't Break Around Here,Ed Sheeran,"{'near': 4, 'conquer': 4, 'wander': 1, 'unlike': 1, 'bring': 1, 'spend': 1, 'hidden': 1, 'grow': 1}"
Barcelona,Ed Sheeran,"{'bright': 2, 'choose': 1, 'lose': 1, 'reflect': 1, 'beautiful': 1, 'send': 1}"
Star Of The Show,Thomas Rhett,"{'wander': 1, 'seem': 1, 'sing': 1}"
A Guy With A Girl,Blake Shelton,"{'beautiful': 3, 'invisible': 3, 'sing': 1, 'hypnotize': 1, 'staring': 1}"
Treat You Better,Shawn Mendes,"{'deserves': 3, 'different': 1}"
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,{'sit': 1}
Love,Lana Del Rey,{}
No Heart,21 Savage & Metro Boomin,"{'hard': 13, 'grow': 4, 'soft': 3, 'sit': 1, 'heard': 1, 'many': 1, 'caught': 1, 'send': 1, 'listen': 1, 'ask': 1}"
Make Love,Gucci Mane & Nicki Minaj,"{'colder': 1, 'bipolar': 1, 'spend': 1, 'hesitate': 1, 'elevate': 1, 'meditate': 1, 'woo': 1, 'celebrate': 1, 'ask': 1, 'off': 1, 'listen': 1, 'sexy': 1, 'swear': 1, 'sit': 1}"
Love Me Now,John Legend,"{'strong': 1, 'hear': 1, 'torn': 1, 'guaranteed': 1, 'hard': 1}"
Not Nice,PARTYNEXTDOOR,"{'slow': 6, 'defend': 4, 'new': 3, 'got': 1}"
Broccoli,D.R.A.M. Featuring Lil Yachty,"{'dirty': 2, 'flee': 1, 'spent': 1, 'spend': 1, 'choose': 1, 'froze': 1, 'got': 1, 'amazing': 1, 'acquire': 1, 'whispered': 1}"
This Town,Niall Horan,"{'hard': 3, 'remember': 2, 'alive': 2, 'new': 1}"
Rent Money,Future,"{'thank': 3, 'big': 3, 'caught': 1, 'send': 1, 'direct': 1, 'new': 1, 'petrify': 1, 'glorify': 1, 'stuck': 1, 'stank': 1, 'insane': 1, 'near': 1, 'loud': 1}"
Guys My Age,Hey Violet,"{'grow': 2, 'broke': 1, 'suppose': 1, 'immature': 1, 'thank': 1, 'please': 1}"
Seein' Red,Dustin Lynch,"{'hot': 6, 'chevy': 2, 'hear': 1, 'bring': 1}"
Super Trapper,Future,"{'happy': 6, 'new': 3, 'big': 3, 'broke': 3, 'late': 3, 'hard': 3, 'deflate': 2, 'unsure': 1, 'inconsiderate': 1, 'taller': 1, 'pronounce': 1, 'sober': 1, 'betray': 1, 'got': 1, 'different': 1}"
Dancing On My Own,Calum Scott,"{'ooh': 2, 'near': 2, 'new': 1, 'big': 1, 'broken': 1}"
No Favors,Big Sean Featuring Eminem,"{'big': 3, 'happen': 1, 'humble': 1, 'inherit': 1, 'realize': 1, 'bless': 1, 'new': 1, 'many': 1, 'hot': 1, 'connect': 1, 'write': 1, 'hypnotize': 1, 'visualize': 1, 'alive': 1, 'late': 1, 'early': 1, 'dirty': 1, 'disturb': 1, 'urinating': 1, 'deserve': 1, 'inexplicable': 1, 'hid': 1, 'digital': 1, 'stubborn': 1, 'bleed': 1, 'plead': 1, 'pointless': 1, 'seedy': 1, 'sure': 1}"
Zoom,Future,"{'hot': 3, 'secure': 2, 'listen': 2, 'err': 1, 'mellow': 1, 'bright': 1, 'woo': 1, 'bring': 1, 'new': 1, 'flooded': 1, 'insane': 1, 'acquainted': 1, 'podcast': 1, 'hear': 1}"
Starving,Hailee Steinfeld & Grey Featuring Zedd,"{'faster': 1, 'emotional': 1, 'bring': 1, 'weak': 1, 'tasted': 1}"
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,"{'ugly': 2, 'learn': 1, 'expect': 1, 'blacked': 1}"
Bom Bidi Bom,Nick Jonas & Nicki Minaj,"{'bode': 20, 'long': 6, 'slay': 1, 'assume': 1, 'bless': 1}"
Helium,Sia,{'strong': 1}
Everything 1K,Kodak Black,"{'lose': 6, 'eat': 5, 'thank': 4, 'hungry': 3, 'understand': 3, 'ups': 3, 'relate': 3, 'bless': 1, 'earn': 1, 'grow': 1, 'learn': 1, 'hating': 1, 'unlocked': 1, 'pray': 1}"
Wanna Be That Song,Brett Eldredge,"{'disappear': 3, 'believe': 3, 'belong': 3, 'sing': 1, 'ask': 1}"
Sex With Me,Rihanna,"{'amaze': 9, 'hard': 4, 'pure': 3, 'amazing': 3, 'nasty': 1, 'happy': 1, 'long': 1}"
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,"{'explain': 8, 'many': 1, 'ask': 1, 'eventful': 1, 'lose': 1, 'believe': 1, 'presidential': 1, 'awake': 1, 'please': 1, 'disturb': 1, 'assure': 1}"
Cheap Thrills,Sia Featuring Sean Paul,"{'long': 12, 'cheap': 12}"
Don't Let Me Down,The Chainsmokers Featuring Daya,{'ooh': 2}
The Greatest,Sia Featuring Kendrick Lamar,"{'alive': 17, 'hard': 2, 'pray': 1, 'transform': 1, 'on': 1, 'strong': 1, 'survive': 1, 'bless': 1}"
Bad Romance,Lady Gaga,"{'ooh': 6, 'write': 6, 'long': 2, 'ugly': 1}"
HandClap,Fitz And The Tantrums,"{'many': 2, 'believe': 2, 'hot': 1, 'deny': 1, 'sweeten': 1}"
Halfway Off The Balcony,Big Sean,"{'ask': 5, 'realize': 4, 'big': 3, 'sure': 3, 'strong': 1, 'bring': 1, 'slow': 1, 'long': 1, 'pray': 1, 'overdose': 1, 'hungry': 1, 'write': 1, 'publish': 1}"
Jump Out The Window,Big Sean,"{'straighten': 1, 'remember': 1, 'realize': 1, 'happen': 1, 'argue': 1, 'ran': 1, 'walked': 1, 'sit': 1, 'hear': 1}"
Owe Me,Big Sean,"{'believe': 3, 'owe': 3, 'long': 2, 'replace': 2, 'new': 2, 'decide': 1, 'tribal': 1, 'perform': 1, 'shorter': 1, 'seem': 1, 'got': 1, 'meant': 1, 'told': 1, 'ask': 1, 'realize': 1, 'rid': 1, 'suppose': 1, 'big': 1, 'bring': 1}"
Beauty And The Beast,Ariana Grande & John Legend,"{'ooh': 5, 'sure': 2, 'scared': 1, 'prepared': 1, 'strange': 1, 'learn': 1}"
I Don't,Mariah Carey Featuring YG,"{'understand': 6, 'bugging': 3, 'kept': 2, 'gassed': 2, 'admit': 1, 'realest': 1, 'chauffeured': 1}"
80s Mercedes,Maren Morris,{'hard': 4}
Now & Later,Sage The Gemini,"{'late': 2, 'lose': 2, 'beautiful': 2, 'seem': 2, 'rob': 1, 'prove': 1, 'hard': 1, 'believe': 1, 'brings': 1, 'pray': 1}"
OTW,DJ Luke Nasty,"{'woo': 4, 'ooh': 4, 'remember': 2, 'grown': 1, 'honest': 1}"
Light,Big Sean Featuring Jeremih,"{'spent': 2, 'realize': 2, 'bright': 2, 'improvise': 1, 'sympathize': 1, 'many': 1, 'inspire': 1, 'rewire': 1, 'retire': 1, 'drown': 1, 'profound': 1, 'hard': 1, 'dangerous': 1}"
Kelly Price,Migos Featuring Travis Scott,"{'sing': 9, 'eat': 6, 'understand': 4, 'woo': 1, 'ooh': 1, 'honest': 1, 'violent': 1, 'rob': 1, 'robbed': 1, 'spend': 1, 'woke': 1, 'different': 1}"
Blue Ain't Your Color,Keith Urban,"{'understand': 1, 'bright': 1}"
Call Casting,Migos,"{'eat': 7, 'woo': 6, 'early': 4, 'ask': 4, 'many': 4, 'late': 4, 'bless': 1, 'attach': 1, 'rob': 1, 'relax': 1, 'big': 1, 'exact': 1, 'gripped': 1, 'send': 1, 'hesitate': 1, 'knew': 1, 'got': 1, 'heard': 1, 'ran': 1, 'adapt': 1, 'ooh': 1, 'pour': 1, 'spend': 1}"
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,"{'big': 4, 'admit': 2, 'bring': 1, 'loud': 1, 'fresh': 1, 'soft': 1, 'parch': 1, 'bright': 1, 'hot': 1, 'faster': 1}"
I'm Better,Missy Elliott Featuring Lamb,"{'long': 4, 'new': 3, 'hot': 2, 'got': 1, 'big': 1, 'compete': 1, 'bring': 1, 'hear': 1}"
Get Right Witcha,Migos,"{'woo': 7, 'dismiss': 4, 'drank': 2, 'ooh': 2, 'robotic': 1, 'swear': 1, 'please': 1, 'fucked': 1, 'ask': 1, 'send': 1, 'hard': 1, 'forgive': 1, 'listen': 1}"
If The Boot Fits,Granger Smith,"{'deny': 3, 'long': 1, 'slow': 1}"
Dirty Laundry,Carrie Underwood,"{'late': 3, 'sorry': 3, 'dirty': 3, 'hid': 2, 'lose': 2, 'cheap': 1, 'ask': 1}"
Fresh Eyes,Andy Grammer,"{'fresh': 13, 'believe': 6, 'beautiful': 1, 'usual': 1, 'seem': 1, 'superficial': 1, 'remind': 1, 'unconditional': 1}"
Culture,Migos Featuring DJ Khaled,"{'bring': 2, 'many': 2, 'sure': 1, 'fucked': 1, 'slay': 1, 'live': 1, 'hear': 1, 'dirty': 1, 'abused': 1}"
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,"{'loud': 2, 'hot': 2, 'rob': 1, 'hear': 1, 'ooh': 1, 'live': 1, 'choose': 1}"
Cold Water,Major Lazer Featuring Justin Bieber & MO,"{'different': 2, 'drown': 1, 'lose': 1, 'learn': 1, 'grow': 1}"
Love On The Weekend,John Mayer,"{'believe': 1, 'understand': 1, 'dirty': 1}"
Sneakin',Drake Featuring 21 Savage,"{'afford': 3, 'up': 3, 'cheap': 2, 'vanish': 1, 'convince': 1, 'understand': 1, 'spend': 1, 'shut': 1, 'suppose': 1, 'grow': 1, 'hard': 1, 'breathe': 1}"
Song For Another Time,Old Dominion,"{'eyed': 4, 'caroline': 4, 'sing': 3, 'lose': 3, 'grow': 1}"
Say It,Flume Featuring Tove Lo,"{'speak': 2, 'sing': 1, 'follow': 1, 'listen': 1}"
Water,Ugly God,"{'ugly': 8, 'balling': 2}"
Running Back,Wale Featuring Lil Wayne,"{'fumbling': 3, 'new': 1, 'realest': 1, 'believe': 1, 'strange': 1}"
You Was Right,Lil Uzi Vert,"{'bless': 6, 'broken': 4, 'got': 2, 'wrecked': 1, 'sure': 1, 'vanish': 1, 'unlock': 1}"
In The Name Of Love,Martin Garrix & Bebe Rexha,"{'testify': 2, 'bring': 2, 'warn': 1}"
Not Afraid Anymore,Halsey,"{'afraid': 8, 'beg': 2, 'ashamed': 1, 'impure': 1}"
Red Opps,21 Savage,"{'drown': 3, 'new': 1, 'pour': 1, 'big': 1, 'heard': 1, 'bought': 1}"
Neighbors,J. Cole,"{'follow': 12, 'speak': 1, 'happen': 1, 'lose': 1, 'write': 1, 'believe': 1, 'sing': 1, 'explain': 1, 'sure': 1, 'big': 1, 'hard': 1, 'thankful': 1, 'pure': 1, 'insecure': 1, 'sit': 1, 'annotate': 1, 'late': 1, 'assume': 1}"
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,"{'topless': 2, 'spend': 1, 'spent': 1, 'ugly': 1, 'soft': 1, 'loses': 1, 'up': 1, 'asleep': 1, 'lose': 1, 'pour': 1}"
Parachute,Chris Stapleton,"{'broken': 1, 'remember': 1, 'learn': 1, 'forget': 1}"
All We Know,The Chainsmokers Featuring Phoebe Ryan,"{'passed': 2, 'different': 2}"
Just Hold On,Steve Aoki & Louis Tomlinson,{'become': 2}
Beibs In The Trap,Travis Scott,"{'ooh': 11, 'pour': 4, 'sweeter': 2, 'sure': 2, 'bring': 1, 'fucked': 1, 'indict': 1, 'hear': 1, 'heard': 1}"
My Sh*t,A Boogie Wit da Hoodie,"{'sit': 2, 'foreign': 2, 'bring': 1, 'different': 1, 'introduce': 1, 'write': 1, 'stuck': 1, 'ugly': 1, 'told': 1, 'broke': 1}"
OOOUUU,Young M.A,"{'ooh': 6, 'ignore': 4, 'lose': 4, 'cheap': 2, 'broke': 1, 'loud': 1, 'slow': 1, 'weak': 1, 'hungry': 1, 'violate': 1, 'applaud': 1, 'sorry': 1, 'got': 1}"
I Hate U I Love U,gnash Featuring Olivia O'Brien,"{'seem': 1, 'realize': 1, 'eat': 1, 'remember': 1, 'attached': 1, 'mixed': 1, 'create': 1, 'reminisce': 1, 'learn': 1, 'sing': 1}"
May We All,Florida Georgia Line Featuring Tim McGraw,"{'learn': 5, 'new': 2, 'lose': 2, 'slow': 2, 'grow': 1, 'strong': 1, 'wiser': 1, 'crashed': 1, 'hoping': 1}"
Sleep Without You,Brett Young,"{'long': 7, 'late': 4, 'wide': 2, 'awake': 2}"
Drinkin' Too Much,Sam Hunt,"{'sorry': 3, 'listen': 2, 'pour': 1, 'pray': 1, 'believe': 1, 'seem': 1, 'unwanted': 1}"
Immortal,J. Cole,"{'hear': 2, 'live': 2, 'numb': 1, 'hard': 1, 'immortalize': 1, 'send': 1, 'long': 1, 'alive': 1, 'strange': 1, 'ripe': 1, 'listen': 1}"
What They Want,Russ,"{'ooh': 13, 'swear': 1, 'charming': 1, 'choose': 1, 'topped': 1, 'involved': 1, 'correct': 1, 'become': 1}"
Unsteady,X Ambassadors,"{'unsteady': 14, 'appear': 1}"
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,"{'off': 1, 'lose': 1}"
How I'll Always Be,Tim McGraw,"{'sit': 2, 'lose': 1, 'live': 1, 'chevy': 1, 'fresh': 1}"
Hallelujah,Pentatonix,"{'heard': 1, 'pleased': 1, 'compose': 1, 'strong': 1, 'live': 1, 'learn': 1, 'outdraw': 1, 'hear': 1}"
Key To The Streets,YFN Lucci Featuring Migos & Trouble,"{'new': 4, 'live': 4, 'taught': 3, 'dirty': 3, 'cheap': 1, 'remember': 1, 'hot': 1, 'rob': 1, 'sorry': 1, 'weigh': 1, 'ask': 1, 'pour': 1, 'landed': 1, 'decapitate': 1, 'assassinate': 1}"
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,"{'new': 1, 'roam': 1}"
Careless Whisper,Wham! Featuring George Michael,"{'guilty': 3, 'easy': 3, 'unsure': 1, 'sad': 1, 'careless': 1, 'seem': 1, 'loud': 1, 'lose': 1, 'live': 1, 'please': 1}"
Faith,George Michael,"{'please': 3, 'become': 2, 'reconsider': 2, 'foolish': 2, 'ooh': 2, 'strong': 1}"
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,"{'pour': 13, 'ooh': 12, 'woo': 4, 'swear': 4, 'commit': 3, 'please': 2, 'believe': 2, 'up': 1, 'big': 1, 'bright': 1, 'sing': 1, 'sanitize': 1, 'drank': 1}"
No Flockin,Kodak Black,"{'sad': 1, 'new': 1, 'ask': 1, 'spend': 1, 'sorry': 1, 'hot': 1, 'healthy': 1, 'vie': 1, 'hungry': 1}"
Black Barbies,Nicki Minaj X Mike WiLL Made-It,"{'new': 4, 'send': 3, 'receive': 1, 'believe': 1, 'listen': 1, 'strong': 1, 'imitate': 1, 'sorry': 1, 'protect': 1, 'deport': 1, 'cutest': 1, 'live': 1, 'lose': 1}"
Hate U Love U,Olivia O'Brien,"{'seem': 1, 'realize': 1, 'spend': 1, 'late': 1}"
"Mary, Did You Know?",Pentatonix,"{'deliver': 2, 'new': 1, 'hear': 1, 'live': 1, 'speak': 1}"
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross","{'ooh': 10, 'woo': 3, 'deserve': 2, 'eat': 1, 'hesitate': 1, 'impatient': 1, 'learn': 1, 'early': 1, 'slow': 1, 'new': 1, 'distant': 1, 'assume': 1}"
1 Night,Lil Yachty,"{'swear': 2, 'laid': 1, 'spend': 1, 'reevaluate': 1, 'dirty': 1}"
Change,J. Cole,"{'live': 6, 'swear': 3, 'believe': 2, 'understand': 2, 'hard': 2, 'sit': 1, 'meditate': 1, 'alleviate': 1, 'evaporate': 1, 'grow': 1, 'strong': 1, 'bring': 1, 'speak': 1, 'terrify': 1, 'ask': 1, 'overwhelmed': 1, 'please': 1, 'choose': 1, 'frozen': 1, 'suppose': 1, 'destine': 1, 'oblige': 1, 'referred': 1, 'new': 1, 'become': 1, 'remain': 1, 'regain': 1, 'evolved': 1, 'long': 1, 'bury': 1, 'breathe': 1, 'sing': 1, 'follow': 1, 'reminisce': 1, 'sudden': 1, 'scram': 1, 'wide': 1, 'turned': 1, 'woke': 1, 'overcame': 1, 'explain': 1, 'slay': 1, 'mourn': 1}"
She's Mine Pt. 1,J. Cole,"{'alive': 6, 'believe': 4, 'strong': 1, 'new': 1, 'prevent': 1}"
Ville Mentality,J. Cole,"{'long': 10, 'survive': 6, 'disappear': 4, 'new': 1, 'foreign': 1, 'similar': 1}"
For Whom The Bell Tolls,J. Cole,"{'pour': 2, 'loud': 2, 'tired': 2, 'live': 2, 'louder': 2, 'pray': 1, 'burnt': 1, 'pouring': 1}"
Six Feet Under,The Weeknd,"{'live': 2, 'hard': 2, 'lose': 2, 'ask': 1, 'emotional': 1, 'roleplay': 1, 'depend': 1}"
Foldin Clothes,J. Cole,"{'except': 2, 'soft': 2, 'happy': 1, 'listen': 1, 'eat': 1, 'easy': 1, 'alleviate': 1, 'relax': 1, 'recline': 1, 'long': 1, 'hard': 1, 'live': 1, 'learn': 1, 'speak': 1, 'unnatural': 1, 'hear': 1}"
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,"{'alive': 13, 'relate': 3, 'woo': 3, 'hard': 2, 'pray': 1, 'drown': 1, 'long': 1, 'thank': 1, 'believe': 1, 'live': 1}"
Bartier Cardi,Cardi B Featuring 21 Savage,"{'insane': 8, 'hot': 2, 'ask': 1, 'eat': 1, 'woo': 1, 'bake': 1}"
Beautiful People,Ed Sheeran Featuring Khalid,"{'beautiful': 9, 'up': 3, 'stun': 2, 'ask': 2, 'become': 2, 'faze': 1}"
Bed,Nicki Minaj Featuring Ariana Grande,"{'on': 4, 'told': 1, 'ooh': 1, 'live': 1, 'insane': 1}"
Best Friend,Saweetie Featuring Doja Cat,"{'fresh': 1, 'owe': 1, 'bring': 1, 'tweedle': 1, 'straighten': 1, 'protect': 1, 'celebrate': 1, 'frozen': 1}"
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno","{'yawp': 12, 'describe': 3, 'bare': 2, 'complicate': 1, 'addictive': 1, 'new': 1}"
Big Paper,DJ Khaled Featuring Cardi B,"{'big': 25, 'woo': 6, 'got': 3, 'valid': 1, 'imitate': 1, 'innovate': 1, 'instigated': 1, 'tighten': 1}"
Bon Appetit,Katy Perry Featuring Migos,"{'woo': 17, 'fresh': 6, 'eat': 5, 'dine': 2, 'hot': 2, 'hungry': 1, 'flown': 1, 'satisfied': 1, 'ask': 1}"
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter","{'sing': 3, 'remember': 3, 'depend': 2, 'beautiful': 2, 'grow': 1, 'believe': 1, 'pure': 1, 'alive': 1, 'adore': 1}"
Can I,Kehlani Featuring Tory Lanez,"{'hard': 2, 'loud': 2, 'illegal': 1, 'sing': 1, 'revert': 1, 'long': 1, 'please': 1, 'hot': 1, 'easy': 1, 'late': 1, 'caught': 1}"
Coney Island,Taylor Swift Featuring The National,"{'sorry': 4, 'lose': 3, 'colder': 3, 'bright': 2, 'forgot': 2, 'relate': 1, 'related': 1, 'long': 1, 'delicate': 1, 'shatter': 1, 'sit': 1, 'polite': 1, 'coaxed': 1, 'forgive': 1, 'suburban': 1, 'big': 1, 'happy': 1, 'darkest': 1}"
Demeanor,Pop Smoke Featuring Dua Lipa,"{'send': 3, 'live': 1, 'woo': 1, 'preach': 1, 'devour': 1}"
Die For Me,Post Malone Featuring Future & Halsey,"{'different': 4, 'vulnerable': 2, 'choose': 1, 'frozen': 1, 'long': 1, 'hid': 1, 'heard': 1, 'awake': 1, 'remember': 1, 'ooh': 1, 'forget': 1, 'forgive': 1, 'hard': 1, 'happen': 1, 'caught': 1, 'quit': 1, 'deny': 1, 'ran': 1, 'follow': 1, 'hear': 1, 'grow': 1, 'up': 1, 'brought': 1, 'lose': 1}"
Don't Cry,Lil Wayne Featuring XXXTENTACION,"{'lose': 3, 'hungry': 2, 'new': 2, 'forgot': 1, 'bury': 1, 'bring': 1, 'advertise': 1, 'grateful': 1, 'humble': 1, 'driven': 1, 'hard': 1, 'rode': 1, 'blew': 1, 'careful': 1}"
Drip,Cardi B Featuring Migos,"{'woo': 6, 'dispose': 2, 'big': 2, 'remember': 1, 'eat': 1, 'drown': 1, 'involve': 1, 'tight': 1, 'excited': 1, 'ooh': 1, 'sure': 1, 'bake': 1, 'laid': 1}"
Easy,DaniLeigh Featuring Chris Brown,"{'easy': 8, 'relax': 3, 'decide': 3, 'behave': 1}"
End Game,Taylor Swift Featuring Ed Sheeran & Future,"{'big': 14, 'ooh': 8, 'hear': 2, 'heard': 2, 'precedes': 2, 'overdose': 1, 'stoke': 1, 'precede': 1, 'protect': 1, 'sprung': 1, 'easy': 1, 'ignore': 1, 'believe': 1, 'argue': 1, 'long': 1, 'understand': 1, 'beautiful': 1, 'hard': 1, 'deny': 1, 'forget': 1, 'bury': 1, 'swear': 1, 'usual': 1}"
Enemies,Post Malone Featuring DaBaby,"{'sad': 7, 'late': 4, 'tend': 3, 'used': 2, 'shut': 1, 'broke': 1, 'hear': 1, 'hard': 1, 'sorry': 1, 'relieve': 1, 'surprised': 1, 'drown': 1, 'happy': 1, 'ooh': 1}"
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,"{'live': 6, 'clothe': 6, 'hard': 5, 'big': 3, 'different': 2, 'send': 1, 'strong': 1, 'rob': 1, 'caught': 1, 'believe': 1, 'long': 1, 'easy': 1, 'speak': 1, 'used': 1, 'eat': 1, 'spend': 1, 'sure': 1, 'all': 1, 'remind': 1}"
Every Hour,Kanye West Featuring Sunday Service Choir,{'sing': 32}
Everyday,Ariana Grande Featuring Future,"{'quit': 5, 'ooh': 5, 'breathe': 2, 'misbehave': 1, 'many': 1, 'believe': 1, 'late': 1, 'rotate': 1}"
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,"{'ooh': 39, 'woo': 5, 'different': 1, 'enjoy': 1}"
Family Feud,JAY-Z Featuring Beyonce,"{'new': 3, 'own': 2, 'lose': 2, 'different': 1, 'cooked': 1, 'confused': 1, 'ugly': 1, 'eat': 1, 'correct': 1, 'forget': 1, 'uncertain': 1, 'accept': 1}"
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,"{'new': 2, 'eat': 1, 'tight': 1, 'live': 1, 'ask': 1, 'sit': 1, 'bring': 1, 'colorful': 1}"
Fetish,Selena Gomez Featuring Gucci Mane,"{'sympathize': 2, 'deny': 2, 'hard': 2, 'nearer': 1, 'quit': 1, 'hooked': 1, 'soft': 1}"
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,"{'bleed': 4, 'starry': 1, 'remember': 1, 'please': 1, 'write': 1, 'drank': 1}"
Good Form,Nicki Minaj Featuring Lil Wayne,"{'ooh': 10, 'eat': 8, 'new': 6, 'woo': 2, 'speak': 2, 'relax': 2, 'foreign': 2, 'bring': 1, 'big': 1, 'loyal': 1}"
Good Guy,Eminem Featuring Jessie Reyez,"{'convince': 3, 'guilty': 3, 'new': 2, 'jilted': 1, 'slippery': 1, 'sever': 1, 'elope': 1, 'late': 1, 'violent': 1, 'accuse': 1, 'renew': 1, 'hear': 1, 'replace': 1, 'swore': 1, 'bought': 1}"
HAD ENOUGH,Don Toliver Featuring Quavo & Offset,"{'live': 3, 'ooh': 2, 'protect': 2, 'eat': 2, 'weep': 2, 'ask': 1, 'dyslexic': 1}"
Hands On,Kanye West Featuring Fred Hammond,"{'pray': 3, 'ask': 2, 'listen': 2, 'pulled': 1, 'told': 1, 'different': 1, 'write': 1, 'hard': 1, 'seem': 1, 'knew': 1, 'new': 1, 'deserve': 1, 'sing': 1, 'understand': 1, 'please': 1}"
Havana,Camila Cabello Featuring Young Thug,"{'ooh': 20, 'fresh': 3, 'knew': 2, 'met': 1, 'got': 1}"
High Fashion,Roddy Ricch Featuring Mustard,"{'ooh': 4, 'got': 1, 'divided': 1}"
Holy,Justin Bieber Featuring Chance The Rapper,"{'believe': 3, 'proud': 2, 'hear': 1, 'explain': 1, 'please': 1, 'hardest': 1, 'sing': 1, 'suffer': 1, 'ooh': 1, 'formalize': 1, 'woo': 1}"
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA","{'homemade': 12, 'inspire': 4, 'behave': 1, 'broken': 1}"
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","{'early': 4, 'intimidate': 4, 'hot': 2, 'bring': 1, 'remember': 1, 'new': 1, 'ask': 1, 'forgive': 1, 'flexing': 1}"
Infinity (888),XXXTENTACION Featuring Joey Bada$$,"{'spent': 4, 'live': 4, 'hear': 1, 'numb': 1, 'stung': 1, 'hardest': 1, 'trapped': 1, 'protect': 1, 'profess': 1, 'bless': 1, 'realest': 1, 'insane': 1}"
Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams","{'woo': 6, 'new': 2, 'imagine': 2, 'fresh': 1, 'spend': 1, 'understand': 1, 'ooh': 1, 'eat': 1, 'hungry': 1, 'tend': 1, 'fixate': 1}"
Knife Talk,Drake Featuring 21 Savage & Project Pat,"{'sing': 3, 'err': 2, 'insane': 2, 'bleed': 1, 'baptize': 1, 'heard': 1, 'checked': 1, 'despise': 1, 'many': 1, 'survive': 1, 'live': 1, 'sure': 1, 'flew': 1, 'knew': 1, 'embarrass': 1}"
Leaving Heaven,Eminem Featuring Skylar Grey,"{'told': 1, 'provoke': 1, 'suppose': 1, 'woke': 1, 'clowned': 1, 'remind': 1, 'overcome': 1, 'underwent': 1, 'live': 1, 'swear': 1, 'meant': 1, 'believe': 1, 'achieve': 1, 'long': 1, 'breathe': 1, 'seethe': 1, 'eat': 1, 'backward': 1, 'bring': 1, 'hear': 1, 'ask': 1, 'proud': 1, 'thank': 1}"
Lemonhead,"Tyler, The Creator Featuring 42 Dugg","{'lose': 4, 'woo': 1, 'hot': 1, 'many': 1, 'spent': 1, 'spend': 1, 'stuck': 1, 'remind': 1, 'remember': 1, 'dropped': 1}"
Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,"{'ooh': 4, 'sit': 2, 'up': 2, 'woo': 1, 'slow': 1, 'sure': 1, 'ask': 1, 'proud': 1, 'beautiful': 1}"
Levitating,Dua Lipa Featuring DaBaby,"{'levitate': 11, 'believe': 1, 'write': 1, 'lose': 1, 'levitating': 1}"
Lost,NF Featuring Hopsin,"{'lose': 14, 'learn': 3, 'admit': 2, 'fail': 2, 'torn': 2, 'perish': 1, 'discover': 1, 'breathe': 1, 'cherish': 1, 'embarrass': 1, 'lurk': 1, 'obvious': 1, 'tend': 1, 'honest': 1, 'unravel': 1, 'sit': 1, 'evolve': 1, 'ask': 1, 'afford': 1, 'grow': 1, 'forget': 1, 'bury': 1, 'joyful': 1, 'big': 1, 'enter': 1, 'mixed': 1, 'stuck': 1, 'late': 1, 'missed': 1, 'sadistic': 1, 'dismiss': 1, 'pray': 1, 'relate': 1}"
Love.,Kendrick Lamar Featuring Zacari,"{'outrun': 3, 'minimized': 3, 'bless': 1, 'remember': 1, 'big': 1, 'prove': 1, 'told': 1}"
Loyal,PARTYNEXTDOOR Featuring Drake,"{'loyal': 6, 'spend': 5, 'please': 2}"
M3tamorphosis,Playboi Carti Featuring Kid Cudi,"{'remind': 3, 'near': 2, 'understand': 2, 'woo': 2, 'new': 1, 'told': 1, 'live': 1, 'believe': 1, 'cheap': 1, 'eat': 1, 'unload': 1}"
