song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
Malibu,Miley Cyrus,"{'sit': 1, 'bring': 1, 'happy': 1, 'scared': 1, 'understand': 1, 'spend': 1, 'explain': 1, 'exist': 1, 'suppose': 1, 'hot': 1, 'long': 1, 'believe': 1, 'write': 1, 'drown': 1, 'thank': 1, 'new': 1}","{'pos': 2, 'neg': 2, 'neu': 12}","{'pos': 3, 'neg': 0, 'neu': 13}","{'pos': 1.0, 'neg': 1.6, 'neu': 8.5}","{'pos': 3.6, 'neg': 0, 'neu': 10.4}",1,1.229007634,0.941176471,1.342857143,,1.052128584,1.072007201
Bad Liar,Selena Gomez,"{'ooh': 4, 'distract': 1, 'disappear': 1, 'big': 1, 'happy': 1, 'happen': 1}","{'pos': 1, 'neg': 2, 'neu': 6}","{'pos': 1, 'neg': 0, 'neu': 8}","{'pos': 0.2, 'neg': 1.6, 'neu': 4.2}","{'pos': 1.2, 'neg': 0, 'neu': 6.8}",0.87654321,1.12345679,0.762711864,1.173913043,,0.990152634,0.989696033
First Day Out,Tee Grizzley,"{'pray': 4, 'hear': 4, 'disloyal': 2, 'bless': 2, 'happen': 2, 'heard': 2, 'hot': 2, 'cooked': 1, 'fought': 1, 'ask': 1, 'near': 1, 'big': 1, 'relate': 1, 'dressed': 1, 'long': 1, 'loud': 1, 'caught': 1, 'spent': 1, 'quit': 1, 'sure': 1, 'busy': 1, 'manage': 1, 'eat': 1, 'sober': 1, 'entertain': 1, 'hungry': 1, 'tighten': 1, 'rob': 1, 'vouch': 1}","{'pos': 8, 'neg': 2, 'neu': 30}","{'pos': 3, 'neg': 0, 'neu': 37}","{'pos': 5.8, 'neg': 1.6, 'neu': 20.1}","{'pos': 3.6, 'neg': 0, 'neu': 31.6}",1.186915888,1.080862534,1.19266055,1.113564669,,1,0.985419704
Something New,Wiz Khalifa Featuring Ty Dolla $ign,"{'ooh': 21, 'new': 12, 'slow': 1, 'sing': 1, 'grow': 1}","{'pos': 0, 'neg': 0, 'neu': 36}","{'pos': 12, 'neg': 1, 'neu': 23}","{'pos': 0, 'neg': 0, 'neu': 22.1}","{'pos': 14.4, 'neg': 0.8, 'neu': 18.4}",1,1.456431535,1,1.704663212,,1.09557945,1.084643289
It's Goin' Down,Descendants 2 Cast,"{'bring': 8, 'prepared': 3, 'lose': 2, 'swear': 1, 'ask': 1, 'long': 1, 'remain': 1, 'hard': 1, 'intimidate': 1, 'big': 1, 'humiliate': 1, 'debilitate': 1, 'eliminate': 1, 'harry': 1, 'choose': 1}","{'pos': 3, 'neg': 5, 'neu': 17}","{'pos': 0, 'neg': 1, 'neu': 24}","{'pos': 2.4, 'neg': 3.4, 'neu': 13.0}","{'pos': 0, 'neg': 1.2, 'neu': 19.6}",0.909502262,0.960159363,0.939393939,0.942583732,,1.002923122,1.012080942
Issues,Julia Michaels,"{'bask': 3, 'solve': 3, 'angry': 1, 'believe': 1}","{'pos': 3, 'neg': 1, 'neu': 4}","{'pos': 0, 'neg': 1, 'neu': 7}","{'pos': 2.4, 'neg': 0.2, 'neu': 3.2}","{'pos': 0, 'neg': 1.2, 'neu': 5.6}",1.392156863,0.87654321,1.628571429,0.826086957,,1,1.051579626
OMG,Camila Cabello Featuring Quavo,"{'woo': 9, 'believe': 3, 'slow': 3, 'ooh': 3, 'send': 1, 'lose': 1}","{'pos': 9, 'neg': 1, 'neu': 10}","{'pos': 0, 'neg': 3, 'neu': 17}","{'pos': 7.2, 'neg': 0.8, 'neu': 8.0}","{'pos': 0, 'neg': 2.4, 'neu': 13.6}",1.720720721,0.850746269,1.719101124,0.850931677,,1.063951531,1.530846485
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair","{'louder': 3, 'loud': 3, 'ooh': 2, 'lose': 1, 'forget': 1, 'learn': 1, 'hot': 1}","{'pos': 0, 'neg': 2, 'neu': 10}","{'pos': 1, 'neg': 0, 'neu': 11}","{'pos': 0, 'neg': 1.6, 'neu': 4.1}","{'pos': 1.2, 'neg': 0, 'neu': 11.2}",0.834710744,1.09009009,0.724137931,1.10619469,,1.015929908,0.984006397
You Da Baddest,Future Featuring Nicki Minaj,"{'different': 4, 'long': 3, 'new': 2, 'wide': 2, 'deny': 1, 'bright': 1, 'broke': 1, 'democratic': 1, 'lose': 1, 'near': 1, 'bloody': 1, 'live': 1}","{'pos': 1, 'neg': 4, 'neu': 14}","{'pos': 4, 'neg': 1, 'neu': 14}","{'pos': 0.2, 'neg': 3.2, 'neu': 6.2}","{'pos': 4.4, 'neg': 0.8, 'neu': 14.0}",0.834254144,1.198675497,0.684210526,1.241610738,,0.886601015,0.875814964
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope","{'wicked': 1, 'learn': 1, 'disappear': 1, 'lose': 1, 'hard': 1, 'thank': 1}","{'pos': 1, 'neg': 4, 'neu': 1}","{'pos': 0, 'neg': 1, 'neu': 5}","{'pos': 0.8, 'neg': 2.1, 'neu': 0.8}","{'pos': 0, 'neg': 1.2, 'neu': 4.4}",0.411764706,0.836065574,0.566666667,0.789473684,,1.033800097,1.106085985
Rolex,Ayo & Teo,{'woo': 5},"{'pos': 5, 'neg': 0, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 4.0, 'neg': 0, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 4.0}",51,1,41,1,,1,1.141867371
Passionfruit,Drake,"{'passionate': 4, 'listen': 2, 'ritualistic': 1, 'harder': 1}","{'pos': 4, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 1.0, 'neg': 0, 'neu': 2.1}","{'pos': 0, 'neg': 0, 'neu': 8.8}",1.975609756,1,1.454545455,1,,0.982158787,1.039564787
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,"{'drank': 13, 'ooh': 2, 'different': 1, 'bring': 1, 'swear': 1, 'all': 1, 'big': 1, 'many': 1, 'bless': 1, 'foreign': 1}","{'pos': 1, 'neg': 0, 'neu': 22}","{'pos': 1, 'neg': 1, 'neu': 21}","{'pos': 0.8, 'neg': 0, 'neu': 14.8}","{'pos': 1.2, 'neg': 1.2, 'neu': 18.0}",1.045248869,1,1.053691275,1,,1,0.996722386
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,"{'believe': 3, 'wide': 1, 'alive': 1, 'loud': 1, 'sing': 1, 'pray': 1, 'sure': 1, 'follow': 1}","{'pos': 3, 'neg': 0, 'neu': 7}","{'pos': 1, 'neg': 0, 'neu': 9}","{'pos': 1.3, 'neg': 0, 'neu': 4.5}","{'pos': 1.2, 'neg': 0, 'neu': 8.4}",1.422535211,1.10989011,1.282608696,1.141176471,,1.066622252,1.116703136
Heavy,Linkin Park Featuring Kiiara,"{'bring': 3, 'unnecessary': 1, 'slow': 1, 'sure': 1}","{'pos': 1, 'neg': 0, 'neu': 5}","{'pos': 1, 'neg': 2, 'neu': 3}","{'pos': 0.2, 'neg': 0, 'neu': 3.4}","{'pos': 1.2, 'neg': 2.0, 'neu': 2.4}",1.196078431,0.803921569,1.057142857,0.822222222,,0.91158267,1
Learn To Let Go,Kesha,"{'learn': 18, 'live': 5, 'preach': 3, 'exorcise': 3, 'forget': 3, 'choose': 2, 'happy': 2, 'strong': 1, 'relive': 1}","{'pos': 3, 'neg': 3, 'neu': 32}","{'pos': 8, 'neg': 0, 'neu': 30}","{'pos': 0.7, 'neg': 2.4, 'neu': 25.6}","{'pos': 7.6, 'neg': 0, 'neu': 24.0}",1,1.265780731,0.939501779,1.315352697,,1.009847366,0.984701683
Signs,Drake,"{'easy': 24, 'forgive': 2, 'slow': 2, 'please': 2, 'explain': 1, 'hard': 1}","{'pos': 28, 'neg': 1, 'neu': 3}","{'pos': 24, 'neg': 3, 'neu': 5}","{'pos': 9.0, 'neg': 0.2, 'neu': 2.4}","{'pos': 28.8, 'neg': 2.8, 'neu': 4.0}",7.585365854,3.592592593,4.259259259,4.768115942,,1.177805028,1.372976777
Numb,Linkin Park,"{'become': 11, 'numb': 5, 'caught': 4, 'aware': 3, 'lose': 2, 'expect': 1, 'afraid': 1, 'fail': 1, 'disappoint': 1}","{'pos': 0, 'neg': 9, 'neu': 20}","{'pos': 3, 'neg': 7, 'neu': 19}","{'pos': 0, 'neg': 7.2, 'neu': 13.8}","{'pos': 3.6, 'neg': 6.0, 'neu': 15.2}",0.690721649,0.846743295,0.658767773,0.887323944,,0.95196926,0.923150817
In The End,Linkin Park,"{'hard': 8, 'lose': 3, 'explain': 1, 'unreal': 1, 'wasted': 1, 'remind': 1, 'remember': 1, 'fought': 1, 'recognize': 1, 'knew': 1, 'kept': 1, 'tried': 1}","{'pos': 0, 'neg': 13, 'neu': 8}","{'pos': 0, 'neg': 9, 'neu': 12}","{'pos': 0, 'neg': 5.9, 'neu': 5.8}","{'pos': 0, 'neg': 10.4, 'neu': 10.0}",0.383886256,0.573459716,0.5,0.492682927,,0.938687922,0.943785134
Closer,The Chainsmokers Featuring Halsey,"{'afford': 2, 'forget': 1, 'insane': 1}","{'pos': 0, 'neg': 2, 'neu': 2}","{'pos': 0, 'neg': 1, 'neu': 3}","{'pos': 0, 'neg': 1.0, 'neu': 1.6}","{'pos': 0, 'neg': 1.2, 'neu': 2.4}",0.512195122,0.756097561,0.62962963,0.675675676,,1.062444246,1.02676182
The Fighter,Keith Urban Featuring Carrie Underwood,"{'tighter': 7, 'beautiful': 2, 'deserve': 1, 'thank': 1, 'remind': 1, 'heal': 1, 'believe': 1, 'swear': 1}","{'pos': 3, 'neg': 0, 'neu': 12}","{'pos': 2, 'neg': 0, 'neu': 13}","{'pos': 1.3, 'neg': 0, 'neu': 5.7}","{'pos': 2.4, 'neg': 0, 'neu': 13.2}",1.247933884,1.152671756,1.224137931,1.180451128,,1.053297801,1.051057622
Issues,Meek Mill,"{'disrespectful': 6, 'offend': 6, 'foreign': 3, 'send': 3, 'woo': 2, 'speak': 2, 'forgive': 1, 'pray': 1, 'thank': 1, 'bring': 1, 'ooh': 1}","{'pos': 5, 'neg': 6, 'neu': 16}","{'pos': 0, 'neg': 3, 'neu': 24}","{'pos': 4.0, 'neg': 4.8, 'neu': 7.8}","{'pos': 0, 'neg': 3.6, 'neu': 21.6}",0.954751131,0.889298893,0.937007874,0.85770751,,0.982613735,0.959132348
Wins & Losses,Meek Mill,"{'eat': 2, 'new': 2, 'tangible': 1, 'believe': 1, 'prosper': 1, 'realest': 1, 'happen': 1, 'many': 1, 'different': 1, 'listen': 1, 'foreign': 1, 'bulletproof': 1, 'bring': 1, 'owe': 1, 'told': 1}","{'pos': 0, 'neg': 0, 'neu': 17}","{'pos': 3, 'neg': 1, 'neu': 13}","{'pos': 0, 'neg': 0, 'neu': 9.7}","{'pos': 3.6, 'neg': 1.2, 'neu': 11.6}",1,1.141843972,1,1.186046512,,0.988893003,0.97359487
1942 Flows,Meek Mill,"{'all': 3, 'new': 1, 'ooh': 1, 'crucify': 1, 'harden': 1, 'lose': 1, 'prove': 1, 'bought': 1, 'pray': 1, 'busy': 1, 'ask': 1, 'downplay': 1, 'told': 1, 'write': 1, 'started': 1, 'rob': 1, 'starve': 1, 'dotted': 1, 'slow': 1, 'heard': 1}","{'pos': 1, 'neg': 3, 'neu': 18}","{'pos': 1, 'neg': 1, 'neu': 20}","{'pos': 0.8, 'neg': 2.4, 'neu': 12.2}","{'pos': 1.2, 'neg': 0.8, 'neu': 17.2}",0.90521327,1,0.891156463,1.022099448,,0.979596463,0.975675018
Yours If You Want It,Rascal Flatts,"{'scarred': 3, 'alive': 3, 'beg': 2, 'borrow': 2, 'write': 2, 'slow': 1, 'sing': 1, 'swear': 1}","{'pos': 3, 'neg': 0, 'neu': 12}","{'pos': 0, 'neg': 1, 'neu': 14}","{'pos': 0.7, 'neg': 0, 'neu': 9.6}","{'pos': 0, 'neg': 0.8, 'neu': 12.4}",1.247933884,0.933774834,1.072164948,0.939849624,,1.017636684,1.075424261
The Story Of O.J.,JAY-Z,"{'please': 1, 'important': 1, 'jewish': 1, 'financial': 1, 'turned': 1}","{'pos': 2, 'neg': 0, 'neu': 3}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 1.0, 'neg': 0, 'neu': 1.3}","{'pos': 1.2, 'neg': 0, 'neu': 4.0}",1.64516129,1.243902439,1.714285714,1.292682927,,1.029648454,1.058798824
We Ball,Meek Mill Featuring Young Thug,"{'lose': 7, 'shut': 1, 'big': 1, 'early': 1, 'dirty': 1, 'prosper': 1, 'pray': 1, 'relax': 1, 'bleed': 1, 'focused': 1, 'noticed': 1, 'eat': 1, 'many': 1, 'swear': 1, 'manage': 1, 'accurate': 1, 'ooh': 1, 'all': 1}","{'pos': 3, 'neg': 8, 'neu': 13}","{'pos': 2, 'neg': 1, 'neu': 21}","{'pos': 2.4, 'neg': 6.4, 'neu': 7.6}","{'pos': 2.4, 'neg': 0.8, 'neu': 18.0}",0.763033175,1.045248869,0.716312057,1.084656085,,0.972037749,0.963113242
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,"{'new': 2, 'drown': 1, 'dirty': 1, 'big': 1, 'fail': 1, 'lose': 1, 'heard': 1, 'gassed': 1, 'relax': 1, 'spend': 1, 'wanted': 1, 'ran': 1, 'bake': 1, 'lavish': 1}","{'pos': 1, 'neg': 4, 'neu': 10}","{'pos': 2, 'neg': 2, 'neu': 11}","{'pos': 0.8, 'neg': 3.2, 'neu': 6.3}","{'pos': 2.4, 'neg': 1.6, 'neu': 9.2}",0.787234043,1,0.75,1.073394495,,0.830102374,0.814521601
Heavy Heart,Meek Mill,"{'many': 1, 'scarred': 1, 'heard': 1, 'pour': 1, 'sunk': 1, 'live': 1, 'rid': 1, 'please': 1, 'big': 1, 'listen': 1, 'remember': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 2, 'neg': 0, 'neu': 9}","{'pos': 0.8, 'neg': 0, 'neu': 6.9}","{'pos': 2.0, 'neg': 0, 'neu': 7.6}",1.099009901,1.21978022,1.114285714,1.25974026,,0.925083958,0.961350167
Bad And Boujee,Migos Featuring Lil Uzi Vert,"{'woo': 6, 'ooh': 4, 'swear': 3, 'loose': 2, 'new': 1, 'usual': 1, 'send': 1, 'blunt': 1, 'pour': 1, 'muddy': 1, 'outer': 1, 'drank': 1, 'introduce': 1, 'secluded': 1, 'coolest': 1, 'spend': 1, 'big': 1, 'reload': 1, 'knew': 1}","{'pos': 6, 'neg': 2, 'neu': 22}","{'pos': 1, 'neg': 1, 'neu': 28}","{'pos': 4.8, 'neg': 1.6, 'neu': 14.8}","{'pos': 1.2, 'neg': 1.2, 'neu': 23.6}",1.165975104,1,1.193939394,1,,0.968280237,0.962968449
iSpy,KYLE Featuring Lil Yachty,"{'remember': 5, 'many': 4, 'curly': 4, 'appreciate': 1, 'hot': 1, 'write': 1, 'woo': 1, 'pray': 1, 'happy': 1, 'send': 1, 'tame': 1, 'fucked': 1}","{'pos': 4, 'neg': 1, 'neu': 17}","{'pos': 6, 'neg': 2, 'neu': 14}","{'pos': 2.6, 'neg': 0.8, 'neu': 8.6}","{'pos': 7.2, 'neg': 1.6, 'neu': 12.8}",1.165745856,1.248447205,1.189473684,1.386206897,,0.968839263,1.026802466
24K Magic,Bruno Mars,"{'ooh': 8, 'woo': 6, 'dangerous': 2, 'many': 2, 'preach': 2, 'hard': 1, 'ugly': 1, 'spend': 1, 'fresh': 1, 'bless': 1}","{'pos': 8, 'neg': 4, 'neu': 13}","{'pos': 3, 'neg': 4, 'neu': 18}","{'pos': 5.8, 'neg': 1.0, 'neu': 9.3}","{'pos': 3.6, 'neg': 4.8, 'neu': 14.4}",1.233918129,0.954751131,1.461538462,0.937823834,,1.054666146,1.031483668
4:44,JAY-Z,"{'apologize': 7, 'please': 2, 'suppose': 2, 'hard': 1, 'womanize': 1, 'believe': 1, 'long': 1, 'deserve': 1, 'harass': 1, 'embarrass': 1, 'mature': 1, 'faster': 1, 'mourn': 1, 'accept': 1, 'contain': 1, 'expansive': 1, 'meant': 1, 'cried': 1, 'available': 1, 'explain': 1, 'online': 1}","{'pos': 11, 'neg': 5, 'neu': 13}","{'pos': 1, 'neg': 1, 'neu': 27}","{'pos': 8.8, 'neg': 3.4, 'neu': 8.2}","{'pos': 1.2, 'neg': 1.2, 'neu': 22.8}",1.331491713,1,1.461538462,1,,1.018948366,1.05879209
Crying In The Club,Camila Cabello,"{'warm': 2, 'pure': 1}","{'pos': 2, 'neg': 0, 'neu': 1}","{'pos': 3, 'neg': 0, 'neu': 0}","{'pos': 1.6, 'neg': 0, 'neu': 0.2}","{'pos': 2.8, 'neg': 0, 'neu': 0}",2.818181818,31,6.333333333,29,,1.06838506,0.900607399
A Lie,French Montana Featuring The Weeknd & Max B,"{'ooh': 6, 'new': 2, 'hear': 1, 'harry': 1, 'bring': 1, 'invest': 1, 'threaten': 1, 'sad': 1, 'hot': 1, 'up': 1, 'cheap': 1, 'late': 1}","{'pos': 0, 'neg': 2, 'neu': 16}","{'pos': 4, 'neg': 2, 'neu': 12}","{'pos': 0, 'neg': 1.0, 'neu': 10.0}","{'pos': 4.8, 'neg': 2.4, 'neu': 9.6}",0.889502762,1.141843972,0.90990991,1.198347107,,1.049987503,1.112269447
Every Time I Hear That Song,Blake Shelton,"{'ooh': 30, 'hear': 8, 'pour': 3}","{'pos': 0, 'neg': 0, 'neu': 41}","{'pos': 0, 'neg': 0, 'neu': 41}","{'pos': 0, 'neg': 0, 'neu': 32.8}","{'pos': 0, 'neg': 0, 'neu': 32.8}",1,1,1,1,,1.032237266,1.025957171
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,"{'hot': 1, 'solve': 1, 'strong': 1, 'marry': 1, 'eat': 1}","{'pos': 2, 'neg': 0, 'neu': 3}","{'pos': 2, 'neg': 0, 'neu': 3}","{'pos': 1.0, 'neg': 0, 'neu': 1.8}","{'pos': 2.4, 'neg': 0, 'neu': 2.4}",1.64516129,1.64516129,1.526315789,1.96,,1.055531824,1.061919505
The Cure,Lady Gaga,"{'heal': 3, 'asleep': 1, 'sing': 1, 'write': 1}","{'pos': 0, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 4.2}","{'pos': 0, 'neg': 0, 'neu': 5.2}",1,1,1,1,,1.14863749,1.289449113
Weak,AJR,"{'weak': 12, 'ooh': 10, 'thank': 5, 'strong': 3}","{'pos': 8, 'neg': 12, 'neu': 10}","{'pos': 3, 'neg': 12, 'neu': 15}","{'pos': 4.7, 'neg': 2.9, 'neu': 8.0}","{'pos': 3.6, 'neg': 14.4, 'neu': 12.0}",0.819004525,0.667896679,1.163636364,0.59245283,,0.909139498,0.966120836
Woman,Kesha Featuring The Dap-Kings Horns,"{'ooh': 7, 'write': 5, 'tight': 3, 'woo': 2, 'serious': 1, 'shut': 1, 'bought': 1, 'hard': 1}","{'pos': 2, 'neg': 1, 'neu': 18}","{'pos': 0, 'neg': 5, 'neu': 16}","{'pos': 1.6, 'neg': 0.2, 'neu': 12.2}","{'pos': 0, 'neg': 6.0, 'neu': 12.8}",1.052356021,0.763033175,1.112,0.682539683,,0.949332105,0.947643979
Rollin,Calvin Harris Featuring Future & Khalid,"{'rid': 4, 'deserve': 2, 'accept': 2, 'different': 2, 'topless': 2, 'shatter': 2, 'hard': 2, 'suffer': 2, 'caught': 1, 'stuck': 1}","{'pos': 2, 'neg': 5, 'neu': 13}","{'pos': 0, 'neg': 2, 'neu': 18}","{'pos': 1.6, 'neg': 2.9, 'neu': 8.2}","{'pos': 0, 'neg': 2.4, 'neu': 16.0}",0.834254144,0.900497512,0.883928571,0.87027027,,1.019600157,1
Element.,Kendrick Lamar,"{'sexy': 9, 'hard': 3, 'new': 1, 'happen': 1, 'allergic': 1, 'slim': 1, 'digital': 1, 'physical': 1, 'relocate': 1, 'advise': 1}","{'pos': 9, 'neg': 4, 'neu': 7}","{'pos': 10, 'neg': 3, 'neu': 7}","{'pos': 2.2, 'neg': 1.0, 'neu': 3.9}","{'pos': 12.0, 'neg': 3.6, 'neu': 6.8}",1.45045045,1.693069307,1.24,1.8,,0.996895374,0.942140791
Slide,Calvin Harris Featuring Frank Ocean & Migos,"{'ooh': 2, 'hot': 2, 'woo': 2, 'gracious': 1, 'sit': 1}","{'pos': 3, 'neg': 0, 'neu': 5}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 1.8, 'neg': 0, 'neu': 2.9}","{'pos': 2.4, 'neg': 0, 'neu': 5.2}",1.588235294,1.327868852,1.6,1.452830189,,1.029400956,1.148087207
Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely","{'live': 7, 'hear': 2, 'many': 2, 'forget': 2, 'send': 1, 'believe': 1, 'remind': 1, 'heard': 1, 'bring': 1, 'ooh': 1}","{'pos': 0, 'neg': 2, 'neu': 17}","{'pos': 9, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 1.6, 'neu': 12.5}","{'pos': 8.0, 'neg': 0, 'neu': 8.0}",0.895287958,1.891089109,0.887323944,1.987654321,,1.030890199,0.983291562
Hurricane,Luke Combs,"{'warn': 3, 'quit': 3, 'long': 2, 'talked': 1, 'laid': 1, 'wrecked': 1}","{'pos': 0, 'neg': 3, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 11}","{'pos': 0, 'neg': 2.4, 'neu': 6.4}","{'pos': 0, 'neg': 0, 'neu': 8.8}",0.72972973,1,0.730337079,1,,1.049261084,1.059215396
Kill Jay Z,JAY-Z,"{'owe': 2, 'lose': 2, 'soft': 1, 'heal': 1, 'reveal': 1, 'drugged': 1, 'insane': 1, 'imagine': 1}","{'pos': 0, 'neg': 3, 'neu': 7}","{'pos': 0, 'neg': 1, 'neu': 9}","{'pos': 0, 'neg': 1.8, 'neu': 5.0}","{'pos': 0, 'neg': 1.2, 'neu': 7.6}",0.702970297,0.900990099,0.739130435,0.865168539,,0.983342587,0.932622122
Caught Their Eyes,JAY-Z Featuring Frank Ocean,"{'seem': 4, 'wide': 2, 'admit': 2, 'big': 2, 'speak': 1, 'survive': 1, 'surprised': 1, 'complete': 1, 'invisible': 1, 'shut': 1, 'fishy': 1, 'pure': 1, 'become': 1, 'long': 1}","{'pos': 3, 'neg': 0, 'neu': 17}","{'pos': 1, 'neg': 0, 'neu': 19}","{'pos': 2.4, 'neg': 0, 'neu': 9.7}","{'pos': 1.2, 'neg': 0, 'neu': 17.6}",1.175438596,1.052356021,1.244897959,1.06779661,,1.06006006,1.067234424
Moonlight,JAY-Z,"{'stuck': 3, 'lose': 2, 'got': 2, 'choose': 2, 'glorify': 1, 'please': 1, 'confuse': 1, 'write': 1, 'tight': 1}","{'pos': 2, 'neg': 6, 'neu': 6}","{'pos': 0, 'neg': 1, 'neu': 13}","{'pos': 1.6, 'neg': 4.8, 'neu': 4.2}","{'pos': 0, 'neg': 1.2, 'neu': 10.4}",0.669421488,0.929078014,0.648351648,0.897435897,,0.994222992,0.929036073
Marcy Me,JAY-Z,"{'live': 1, 'alive': 1, 'assume': 1, 'pregnant': 1, 'speak': 1, 'new': 1, 'fertile': 1, 'big': 1}","{'pos': 1, 'neg': 0, 'neu': 7}","{'pos': 3, 'neg': 0, 'neu': 5}","{'pos': 0.2, 'neg': 0, 'neu': 3.4}","{'pos': 3.2, 'neg': 0, 'neu': 5.2}",1.14084507,1.588235294,1.057142857,1.603773585,,0.995577178,0.982150826
Get Low,Zedd & Liam Payne,"{'loud': 2, 'sexy': 2, 'enjoy': 2, 'beautiful': 2, 'drowning': 1, 'lose': 1, 'stuck': 1, 'believe': 1, 'hard': 1, 'explode': 1, 'new': 1}","{'pos': 6, 'neg': 3, 'neu': 6}","{'pos': 7, 'neg': 1, 'neu': 7}","{'pos': 2.6, 'neg': 1.8, 'neu': 3.1}","{'pos': 7.6, 'neg': 1.2, 'neu': 6.4}",1.32967033,1.740740741,1.16,1.831168831,,1.031859817,0.944468176
Famous,21 Savage,"{'hard': 2, 'bitched': 2, 'foreign': 1, 'remember': 1, 'smarter': 1, 'cheap': 1, 'grinded': 1, 'live': 1, 'hear': 1, 'sure': 1, 'happy': 1, 'distract': 1, 'ask': 1, 'understand': 1, 'grow': 1, 'slow': 1, 'disclose': 1}","{'pos': 3, 'neg': 5, 'neu': 11}","{'pos': 4, 'neg': 4, 'neu': 11}","{'pos': 0.7, 'neg': 2.9, 'neu': 7.7}","{'pos': 4.4, 'neg': 4.4, 'neu': 9.2}",0.875776398,1,0.794392523,1,,0.996611318,0.969188634
T-Shirt,Migos,"{'woo': 4, 'alive': 1, 'all': 1, 'drank': 1, 'heard': 1, 'ask': 1, 'quit': 1, 'new': 1}","{'pos': 5, 'neg': 0, 'neu': 6}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 3.4, 'neg': 0, 'neu': 3.7}","{'pos': 1.2, 'neg': 0, 'neu': 8.8}",1.819672131,1.099009901,1.894736842,1.134831461,,1.03531649,1.002724053
Tunnel Vision,Kodak Black,"{'listen': 9, 'fornicate': 1, 'follow': 1, 'cooperate': 1, 'sober': 1, 'foreign': 1}","{'pos': 0, 'neg': 0, 'neu': 14}","{'pos': 0, 'neg': 1, 'neu': 13}","{'pos': 0, 'neg': 0, 'neu': 10.6}","{'pos': 0, 'neg': 1.2, 'neu': 10.4}",1,0.929078014,1,0.897435897,,1.042194093,1.043318894
Sign Of The Times,Harry Styles,"{'learn': 7, 'near': 2, 'remember': 1, 'told': 1}","{'pos': 0, 'neg': 0, 'neu': 11}","{'pos': 0, 'neg': 0, 'neu': 11}","{'pos': 0, 'neg': 0, 'neu': 8.8}","{'pos': 0, 'neg': 0, 'neu': 8.8}",1,1,1,1,,1.061601643,0.972241499
Who Dat Boy,"Tyler, The Creator","{'fresh': 2, 'swear': 1, 'striped': 1, 'broken': 1, 'ran': 1, 'big': 1, 'skipped': 1, 'forget': 1, 'knew': 1, 'disappear': 1, 'expensive': 1, 'worried': 1, 'got': 1}","{'pos': 2, 'neg': 4, 'neu': 8}","{'pos': 2, 'neg': 2, 'neu': 10}","{'pos': 0.5, 'neg': 3.2, 'neu': 5.3}","{'pos': 2.4, 'neg': 2.0, 'neu': 8.4}",0.834710744,1,0.686046512,1.038095238,,0.970813572,0.953863899
Portland,Drake Featuring Quavo & Travis Scott,"{'live': 4, 'bring': 2, 'sad': 2, 'hesitate': 1, 'brighter': 1, 'hard': 1, 'invent': 1, 'listen': 1, 'spent': 1, 'spend': 1, 'loose': 1, 'bulletproof': 1, 'send': 1, 'tidal': 1, 'sit': 1, 'different': 1}","{'pos': 1, 'neg': 5, 'neu': 15}","{'pos': 4, 'neg': 3, 'neu': 14}","{'pos': 0.2, 'neg': 2.3, 'neu': 10.9}","{'pos': 3.2, 'neg': 3.6, 'neu': 12.4}",0.800995025,1.058479532,0.842105263,0.97515528,,1.017495626,0.979008134
Losin Control,Russ,"{'lose': 6, 'ooh': 6, 'ignore': 1, 'broken': 1, 'new': 1, 'redefines': 1, 'gotten': 1, 'understands': 1, 'ups': 1}","{'pos': 0, 'neg': 8, 'neu': 11}","{'pos': 1, 'neg': 1, 'neu': 17}","{'pos': 0, 'neg': 6.4, 'neu': 8.2}","{'pos': 1.2, 'neg': 0.8, 'neu': 13.6}",0.581151832,1,0.56462585,1.027586207,,1.047031158,1.085046067
